AB054646	Thermus oshimai strain SPS-17 16S ribosomal RNA, partial sequence	10.1128/AEM.67.4.1601-1616.2001	11282611	Appl. Environ. Microbiol. 67:1601-1606 (2001)	Ishiguro M.; Kaneko S.; Kuno A.; Koyama Y.; Yoshida S.; Park G.-G.; Sakakibara Y.; Kusakabe I.; Kobayashi H.; ;	Kobayashi H.; Kaneko S.; Koyama Y.; ;	19-JAN-2001 Hideyuki Kobayashi, National Food Research Institute, Molecular Func		
AB356002	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21558703	Microbes Environ. 23:159-166 (2008)	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	24-AUG-2007 Contact:Hirohito Tsurumaru National institute of Technology and Eval		skim milk
AB356058	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21558703	Microbes Environ. 23:159-166 (2008)	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	24-AUG-2007 Contact:Hirohito Tsurumaru National institute of Technology and Eval		skim milk
AB356004	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21558703	Microbes Environ. 23:159-166 (2008)	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	24-AUG-2007 Contact:Hirohito Tsurumaru National institute of Technology and Eval		skim milk
AB356012	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21558703	Microbes Environ. 23:159-166 (2008)	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	24-AUG-2007 Contact:Hirohito Tsurumaru National institute of Technology and Eval		skim milk
AB356028	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21558703	Microbes Environ. 23:159-166 (2008)	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	24-AUG-2007 Contact:Hirohito Tsurumaru National institute of Technology and Eval		skim milk
AB356044	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21558703	Microbes Environ. 23:159-166 (2008)	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	24-AUG-2007 Contact:Hirohito Tsurumaru National institute of Technology and Eval		skim milk
AB356060	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21558703	Microbes Environ. 23:159-166 (2008)	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	24-AUG-2007 Contact:Hirohito Tsurumaru National institute of Technology and Eval		skim milk
AB356077	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21558703	Microbes Environ. 23:159-166 (2008)	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	24-AUG-2007 Contact:Hirohito Tsurumaru National institute of Technology and Eval		skim milk
AB356068	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21558703	Microbes Environ. 23:159-166 (2008)	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	24-AUG-2007 Contact:Hirohito Tsurumaru National institute of Technology and Eval		skim milk
AB356093	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21558703	Microbes Environ. 23:159-166 (2008)	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	24-AUG-2007 Contact:Hirohito Tsurumaru National institute of Technology and Eval		skim milk
AB356092	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21558703	Microbes Environ. 23:159-166 (2008)	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	24-AUG-2007 Contact:Hirohito Tsurumaru National institute of Technology and Eval		skim milk
AB356007	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21558703	Microbes Environ. 23:159-166 (2008)	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	Ikeda S.; Tsurumaru H.; Wakai S.; Noritake C.; Fujishiro K.; Akasaka M.; Ando K.; ;	24-AUG-2007 Contact:Hirohito Tsurumaru National institute of Technology and Eval		skim milk
AB451784	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence			Unpublished	Kudo S.; Hori T.; Haruta S.; Cui Z.; Ishii M.; Igarashi Y.; ;	Kudo S.; Hori T.; Haruta S.; Cui Z.; Ishii M.; Igarashi Y.; ;	31-JUL-2008 Contact:Shunsuke Kudo Graduate School of Agricultural and Life Scien		turfgrass-degrading composting process
AB603517	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence			Unpublished	Itoh T.; Iida T.; Ohkuma M.; ;	Itoh T.; Iida T.; Ohkuma M.; ;	06-DEC-2010 Contact:Takashi Itoh RIKEN BioResource Center, Japan Collection of M		
ABVK02000001	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Lucas S.; Copeland A.; Lapidus A.; Glavina del Rio T.; Dalin E.; Tice H.; Bruce D.; Goodwin L.; Pitluck S.; Larimer F.; Land M.L.; Hauser L.; Saunders	Lucas S.; Copeland A.; Lapidus A.; Glavina del Rio T.; Dalin E.; Tice H.; Bruce D.; Goodwin L.; Pitluck S.; Larimer F.; Land M.L.; Hauser L.; Mead D.;	11-AUG-2008 US DOE Joint Genome Institute, 2800 Mitchell Drive B100, Walnut Cree		
AE017221	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence	10.1038/nbt956	15064768	Nat. Biotechnol. 22:547-553 (2004)	Henne A.; Brueggemann H.; Raasch C.; Wiezer A.; Hartsch T.; Liesegang H.; Johann A.; Lienard T.; Gohl O.; Martinez-Arias R.; Jacobi C.; Starkuviene V.	Henne A.; Brueggemann H.; Raasch C.; Wiezer A.; Hartsch T.; Liesegang H.; Johann A.; Lienard T.; Gohl O.; Martinez-Arias R.; Jacobi C.; Starkuviene V.	03-FEB-2004 Goettingen Genomics Laboratory, Institute for Microbiology and Genet		
AE017221	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence	10.1038/nbt956	15064768	Nat. Biotechnol. 22:547-553 (2004)	Henne A.; Brueggemann H.; Raasch C.; Wiezer A.; Hartsch T.; Liesegang H.; Johann A.; Lienard T.; Gohl O.; Martinez-Arias R.; Jacobi C.; Starkuviene V.	Henne A.; Brueggemann H.; Raasch C.; Wiezer A.; Hartsch T.; Liesegang H.; Johann A.; Lienard T.; Gohl O.; Martinez-Arias R.; Jacobi C.; Starkuviene V.	03-FEB-2004 Goettingen Genomics Laboratory, Institute for Microbiology and Genet		
AF018197	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Graber J.R.; Kirshtein J.D.; Beveridge T.; Reysenbach A.-L.; ;	Graber J.R.; Kirshtein J.D.; Beveridge T.; Reysenbach A.-L.; ;	12-AUG-1997 Biochemistry and Microbiology, Rutgers University, Cook College, Lip	USA:stream near Obsidian Pool, Yellowstone National Park	
AF027019	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence		9440526	J. Bacteriol. 180:366-376 (1998)	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	26-SEP-1997 Department of Plant and Microbial Biology, University of California,		
AF032127	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence			Syst. Appl. Microbiol. 17:44-50 (1994)	Kristjansson J.K.; Hjorleifsdottir S.; Marteinsson T.V.; Alfredsson G.A.; ;	Hreggvidsson G.O.; Kristjansson J.K.; Stan-Lotter H.; Radax C.; Sigurdsson O.; Aichinger N.; Gruber C.; Rainey F.A.; ;	31-OCT-1997 Biotechnology, The Technological Institute of Iceland, Keldnaholt, R		
AF020205	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence		10049886	Appl. Environ. Microbiol. 65:1214-1221 (1999)	Kieft T.L.; Fredrickson J.K.; Onstott T.C.; Gorby Y.A.; Kostandarithes H.M.; Bailey T.J.; Kennedy D.W.; Li S.W.; Plymale A.E.; Spadoni C.M.; Gray M.S.	Kieft T.L.; Fredrickson J.K.; Onstott T.C.; Li S.M.; Bailey T.J.; Kennedy D.W.; Spadoni C.M.; Gray M.S.; ;	19-AUG-1997 Environmental Microbiology, Pacific Northwest National Laboratory, P	South Africa	ground water of a gold mine at a depth of 3.2 km
AF027024	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence		9440526	J. Bacteriol. 180:366-376 (1998)	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	26-SEP-1997 Department of Plant and Microbial Biology, University of California,		
AF027025	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence		9440526	J. Bacteriol. 180:366-376 (1998)	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	26-SEP-1997 Department of Plant and Microbial Biology, University of California,		
AF027020	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence		9440526	J. Bacteriol. 180:366-376 (1998)	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	26-SEP-1997 Department of Plant and Microbial Biology, University of California,		
AF027023	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence		9440526	J. Bacteriol. 180:366-376 (1998)	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	26-SEP-1997 Department of Plant and Microbial Biology, University of California,		
AF005751	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence	10.1007/s002489900091	9622563	Microb. Ecol. 36:37-50 (1998)	Chandler D.P.; Brockman F.J.; Bailey T.J.; Fredrickson J.K.; ;	Chandler D.P.; ;	29-MAY-1997 Environmental Microbiology, Battelle Pacific Northwest National Lab,		
AF027021	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence		9440526	J. Bacteriol. 180:366-376 (1998)	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	26-SEP-1997 Department of Plant and Microbial Biology, University of California,		
AF027022	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence		9440526	J. Bacteriol. 180:366-376 (1998)	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	Hugenholtz P.; Pitulle C.; Hershberger K.L.; Pace N.R.; ;	26-SEP-1997 Department of Plant and Microbial Biology, University of California,		
AF143630	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143629	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143634	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143633	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143632	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143631	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143636	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143637	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143642	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143638	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143640	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143641	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143639	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143644	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143645	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143650	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143646	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
AF143649	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence	10.1111/j.1574-6941.1999.tb00644.x	10508940	FEMS Microbiol. Ecol. 30:157-162 (1999)	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	Saul D.J.; Reeves R.A.; Morgan H.W.; Bergquist P.L.; ;	16-APR-1999 School of Biological Sciences, University of Auckland, Private Bag 9		
